sysname,chassis,source_ip,interface,lag,port,port_type,queue_group_port,address,isis,mpls,rsvp,slope-policy,egress-scheduler-policy,queue-policy,qos,queue-group
CUERN3-MORL9006-GA,7750,10.190.3.146,To-ZODIACO-GAM,5,1/1/1,xgige,IPMEAN-QG:10G,10.190.51.41/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CUERN3-MORL9006-GA,7750,10.190.3.146,system,,,,,10.190.3.146/32,,1,1,,,,,
VABGTA-IUSTB00947-WA,7750,10.190.3.147,To-MORELIA-WA,,2/1/4,xgige,IPMEAN-QG:10G,10.190.53.145/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
VABGTA-IUSTB00947-WA,7750,10.190.3.147,To-OLIVARDELPADRE-WA-ATT,6,1/1/4,xgige,IPMEAN-QG:10G,10.170.51.88/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
VABGTA-IUSTB00947-WA,7750,10.190.3.147,system,,,,,10.190.3.147/32,,1,1,,,,,
TECPAC-HID9005-GA,7750,10.190.3.149,To-CUBITOSIUSACELL-GA-ATT,,6/2/1,cgige,IPMEAN-QG:100G,10.170.51.59/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
TECPAC-HID9005-GA,7750,10.190.3.149,To-CUBITOSIUSACELL-GAM,1,6/1/1,,IPMEAN-QG:10G,10.190.51.59/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TECPAC-HID9005-GA,7750,10.190.3.149,To-NUEVOHIDALGO-GA-ATT,,5/2/1,cgige,IPMEAN-QG:100G,10.170.51.64/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
TECPAC-HID9005-GA,7750,10.190.3.149,To-NUEVOHIDALGO-GAM,2,5/1/1,xgige,IPMEAN-QG:10G,10.190.51.64/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TECPAC-HID9005-GA,7750,10.190.3.149,To-PAC-BH-PAN907-HID9005,200,5/1/9,xgige,IPMEAN-QG:10G,10.238.1.207/31,10,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TECPAC-HID9005-GA,7750,10.190.3.149,To-TECPACHUCA-AAM,,3/1/10,xcme,IPMEAN-QG:1G,10.190.51.168/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TECPAC-HID9005-GA,7750,10.190.3.149,system,,,,,10.190.3.149/32,,1,1,,,,,
NUEHID-HID9012-GA,7750,10.190.3.150,To-PAC-BH-PAN907-HID9012,200,4/1/9,xgige,IPMEAN-QG:10G,10.238.1.201/31,10,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
NUEHID-HID9012-GA,7750,10.190.3.150,To-TECPACHUCA-GA-ATT,,4/2/1,cgige,IPMEAN-QG:100G,10.170.51.65/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
NUEHID-HID9012-GA,7750,10.190.3.150,To-TECPACHUCA-GAM,2,4/1/1,xgige,IPMEAN-QG:10G,10.190.51.65/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
NUEHID-HID9012-GA,7750,10.190.3.150,To-VILLASDELALAMO-GA-ATT,,6/2/1,cgige,IPMEAN-QG:100G,10.170.51.70/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
NUEHID-HID9012-GA,7750,10.190.3.150,To-VILLASDELALAMO-GAM,3,6/1/1,xgige,IPMEAN-QG:10G,10.190.51.70/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
NUEHID-HID9012-GA,7750,10.190.3.150,system,,,,,10.190.3.150/32,,1,1,,,,,
VILALA-HID9014-GA,7750,10.190.3.151,To-CUBITOSIUSACELL-GA-ATT,,4/2/1,cgige,IPMEAN-QG:100G,10.170.51.76/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
VILALA-HID9014-GA,7750,10.190.3.151,To-CUBITOSIUSACELL-GAM,4,4/1/1,xgige,IPMEAN-QG:10G,10.190.51.76/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
VILALA-HID9014-GA,7750,10.190.3.151,To-NUEVOHIDALGO-GA-ATT,,6/2/1,cgige,IPMEAN-QG:100G,10.170.51.71/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
VILALA-HID9014-GA,7750,10.190.3.151,To-NUEVOHIDALGO-GAM,3,6/1/1,xgige,IPMEAN-QG:10G,10.190.51.71/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
VILALA-HID9014-GA,7750,10.190.3.151,To-PAC-BH-PAN907-HID9014,200,4/1/9,xgige,IPMEAN-QG:10G,10.238.1.203/31,10,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
VILALA-HID9014-GA,7750,10.190.3.151,system,,,,,10.190.3.151/32,,1,1,,,,,
CUBIUS-HID9002-GA,7750,10.190.3.152,To-CUBITOSUSACELL-AAM,,4/1/10,xcme,IPMEAN-QG:1G,10.190.51.154/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
CUBIUS-HID9002-GA,7750,10.190.3.152,To-PAC-BH-PAN907-HID9002,200,1/1/9,xgige,IPMEAN-QG:10G,10.238.1.205/31,10,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CUBIUS-HID9002-GA,7750,10.190.3.152,To-SANPABLO-GA,3,1/1/6,xgige,IPMEAN-QG:10G,10.190.52.74/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CUBIUS-HID9002-GA,7750,10.190.3.152,To-TECPACHUCA-GA-ATT,,7/2/1,cgige,IPMEAN-QG:100G,10.170.51.58/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
CUBIUS-HID9002-GA,7750,10.190.3.152,To-TECPACHUCA-GAM,1,7/1/2,xgige,IPMEAN-QG:10G,10.190.51.58/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CUBIUS-HID9002-GA,7750,10.190.3.152,To-TLALNE-CA,2,7/1/6,xgige,IPMEAN-QG:10G,10.190.52.73/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CUBIUS-HID9002-GA,7750,10.190.3.152,To-VILLASDELALAMO-GA-ATT,,1/2/1,cgige,IPMEAN-QG:100G,10.170.51.77/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
CUBIUS-HID9002-GA,7750,10.190.3.152,To-VILLASDELALAMO-GAM,4,1/1/1,xgige,IPMEAN-QG:10G,10.190.51.77/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CUBIUS-HID9002-GA,7750,10.190.3.152,To_TLALNE-MEX9226-CB,6,1/1/5,xgige,IPMEAN-QG:10G,10.190.52.58/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CUBIUS-HID9002-GA,7750,10.190.3.152,system,,,,,10.190.3.152/32,,1,1,,,,,
TEPEY-HID9071-GA,7750,10.190.3.153,To-LAPAZPUE-GA,,1/1/3,xgige,IPMEAN-QG:10G,10.190.51.46/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TEPEY-HID9071-GA,7750,10.190.3.153,To-MXBCNENS0002RTAGG02-NETWORK,200,1/1/5,xgige,,10.238.8.24/31,10,1,1,default,,default,,
TEPEY-HID9071-GA,7750,10.190.3.153,To-POZARICA-GA,,3/1/1,xgige,IPMEAN-QG:10G,10.190.51.52/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TEPEY-HID9071-GA,7750,10.190.3.153,To-TULANCINGOI-AA-1,,2/1/1,xcme,IPMEAN-QG:1G,10.190.84.203/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TEPEY-HID9071-GA,7750,10.190.3.153,To-TULANCINGOI-AA-2,,2/1/2,xcme,IPMEAN-QG:1G,10.190.84.205/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TEPEY-HID9071-GA,7750,10.190.3.153,system,,,,,10.190.3.153/32,,1,1,,,,,
TOLBUE-MEX9295-SA,7450,10.190.3.154,To-TOLUCABUENAVISTA-SB,,5/2/2,,IPMEAN-QG:10G,10.190.52.62/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-SA,7450,10.190.3.154,To_GSM-EDGE-A,,5/2/1,,IPMEAN-QG:10G,10.190.48.157/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-SA,7450,10.190.3.154,system,,,,,10.190.3.154/32,,1,1,,,,,
TOLBUE-MEX9295-SB,7450,10.190.3.155,To-TOLUCABUENAVISTA-EB,,5/2/1,xgige,IPMEAN-QG:10G,10.190.48.161/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-SB,7450,10.190.3.155,To-TOLUCABUENAVISTA-SA,,5/2/2,xgige,IPMEAN-QG:10G,10.190.52.63/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-SB,7450,10.190.3.155,To_IMS-EDGE-A,,2/2/23,xcme,IPMEAN-QG:1G,10.190.52.129/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TOLBUE-MEX9295-SB,7450,10.190.3.155,system,,,,,10.190.3.155/32,,1,1,,,,,
TOLBUE-MEX9295-EA,7750,10.190.3.156,To-APN-VPN-MX480-OP-B,,lag-20,,,10.33.110.97/29,,0,0,,,,,
TOLBUE-MEX9295-EA,7750,10.190.3.156,To-ASR5.5K_TOL2-OP-B,,lag-10,,,10.190.85.217/30,,0,0,,,,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-EA,7750,10.190.3.156,To-ASR5.5K_TOL3-OP-B,,lag-20,,,10.216.255.129/30,,0,0,,,,,
TOLBUE-MEX9295-EA,7750,10.190.3.156,To-BDCENTRAL-MANAG,,6/1/3,,policer-output-queues,10.190.53.129/29,0,1,1,default,PS-IPMEAN-access:Mobile,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-EA,7750,10.190.3.156,To-MXMEXTOL0757RTBHCSRMOB-0/0/13,,1/2/3,,IPMEAN-QG:10G,10.224.69.169/31,11,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-EA,7750,10.190.3.156,To-MXMEXTOL1289RTBHCSRMOB01,,6/1/7,,IPMEAN-QG:10G,10.238.6.50/31,10,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-EA,7750,10.190.3.156,To-MXMEXTOL1349RTBHCSRMOB01,,1/2/7,,IPMEAN-QG:10G,10.238.6.48/31,10,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-EA,7750,10.190.3.156,To-TOLUCABUENAVISTA-AAM,,2/1/10,,IPMEAN-QG:1G,10.190.48.148/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TOLBUE-MEX9295-EA,7750,10.190.3.156,To-TOLUCABUENAVISTA-CA-ATT,,lag-100,,,10.170.48.133/31,0,1,1,,,,1000,IPMEAN-QG:100G
TOLBUE-MEX9295-EA,7750,10.190.3.156,To-TOLUCABUENAVISTA-EBM-100G,,lag-300,,,10.170.48.150/31,0,1,1,,,,1000,IPMEAN-QG:100G
TOLBUE-MEX9295-EA,7750,10.190.3.156,To-TOLUCABUENAVISTA-SAM,,1/1/4,,IPMEAN-QG:10G,10.190.48.156/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-EA,7750,10.190.3.156,To-TOLUCABUENAVISTA-SCM,,1/1/3,,IPMEAN-QG:10G,10.190.48.158/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-EA,7750,10.190.3.156,To_GSGN_CISCO_TOL_Enterprise,,lag-5,,,10.216.170.1/29,,0,0,,,,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-EA,7750,10.190.3.156,system,,,,,10.190.3.156/32,,1,1,,,,,
TOLBUE-MEX9295-EB,7750,10.190.3.157,To-APN-VPN-MX480-OP-B,,lag-20,,,10.33.110.105/29,,0,0,,,,,
TOLBUE-MEX9295-EB,7750,10.190.3.157,To-ASR5.5K_TOL2-OP-B,,lag-10,,,10.190.85.221/30,,0,0,,,,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-EB,7750,10.190.3.157,To-ASR5.5K_TOL3-OP-B,,lag-20,,,10.216.255.133/30,,0,0,,,,,
TOLBUE-MEX9295-EB,7750,10.190.3.157,To-BDCENTRAL-MANAG,,6/1/3,,policer-output-queues,10.190.53.130/29,0,1,1,default,PS-IPMEAN-access:Mobile,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-EB,7750,10.190.3.157,To-TOLUCABUENAVISTA-AAM,,2/1/10,,IPMEAN-QG:1G,10.190.48.152/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
TOLBUE-MEX9295-EB,7750,10.190.3.157,To-TOLUCABUENAVISTA-CB-ATT,,lag-100,,,10.170.48.137/31,0,1,1,,,,1000,IPMEAN-QG:100G
TOLBUE-MEX9295-EB,7750,10.190.3.157,To-TOLUCABUENAVISTA-EAM-100G,,lag-300,,,10.170.48.151/31,0,1,1,,,,1000,IPMEAN-QG:100G
TOLBUE-MEX9295-EB,7750,10.190.3.157,To-TOLUCABUENAVISTA-SBM,,1/1/3,,IPMEAN-QG:10G,10.190.48.160/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-EB,7750,10.190.3.157,To-TOLUCABUENAVISTA-SDM,,1/1/4,,IPMEAN-QG:10G,10.190.48.162/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-EB,7750,10.190.3.157,To_GSGN_CISCO_TOL_Enterprise,,lag-6,,,10.216.170.9/29,,0,0,,,,1000,IPMEAN-QG:10G
TOLBUE-MEX9295-EB,7750,10.190.3.157,system,,,,,10.190.3.157/32,,1,1,,,,,
TOLBUE-MEX9295-AA,7705,10.190.3.158,To-TOLUCABUENAVISTA-EAM,,1/11/8,xcme,,10.190.48.149/31,0,1,1,,,7705-IPMEAN-internal:1G,,
TOLBUE-MEX9295-AA,7705,10.190.3.158,To-TOLUCABUENAVISTA-EBM,,1/12/8,xcme,,10.190.48.153/31,0,1,1,,,7705-IPMEAN-internal:1G,,
TOLBUE-MEX9295-AA,7705,10.190.3.158,system,,,,,10.190.3.158/32,,1,1,,,,,
ZODIAC-MORL9021-AA,7705,10.190.3.160,To-ZODIACO-GAM,,1/5/8,xcme,,10.190.51.222/31,,1,1,,,7705-IPMEAN-internal:1G,,
ZODIAC-MORL9021-AA,7705,10.190.3.160,system,,,,,10.190.3.160/32,,1,1,,,,,
AREMEX-MEX9851-GA,7750,10.190.3.164,To-AZCAPOTZALCO-GAM,8,4/1/1,xgige,IPMEAN-QG:10G,10.190.52.102/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
AREMEX-MEX9851-GA,7750,10.190.3.164,To-MEX-BH-PAN907-MEX9851,200,4/1/9,xgige,IPMEAN-QG:10G,10.238.63.173/31,10,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
AREMEX-MEX9851-GA,7750,10.190.3.164,To-MXDIFAZC0093RTBHCSRMOB01,,4/1/4,xgige,policer-output-queues,10.238.59.100/31,11,1,1,default,,default,,
AREMEX-MEX9851-GA,7750,10.190.3.164,To-TLALNEPANTLA-CA-ATT,,6/2/1,cgige,IPMEAN-QG:100G,10.170.52.96/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
AREMEX-MEX9851-GA,7750,10.190.3.164,system,,,,,10.190.3.164/32,,1,1,,,,,
ALBOLI-MEX9700-AA,7705,10.190.3.169,To-ALBERCAOLIMPICA-GAM,,1/5/8,xcme,,10.190.51.107/31,,1,1,,,7705-IPMEAN-internal:1G,,
ALBOLI-MEX9700-AA,7705,10.190.3.169,system,,,,,10.190.3.169/32,,1,1,,,,,
STAFE1-MEX9192-AA,7705,10.190.3.171,To_SANTAFE,,1/5/8,xcme,,10.190.51.111/31,,1,1,,,7705-IPMEAN-internal:1G,,
STAFE1-MEX9192-AA,7705,10.190.3.171,system,,,,,10.190.3.171/32,,1,1,,,,,
TORUNE-MEX9544-AA,7705,10.190.3.174,To-AJUSCO(UNEFON)-GAM,,1/5/8,xcme,,10.190.51.117/31,,1,1,,,7705-IPMEAN-internal:1G,,
TORUNE-MEX9544-AA,7705,10.190.3.174,system,,,,,10.190.3.174/32,,1,1,,,,,
BOSLAG-MEX9296-AA,7705,10.190.3.176,To-BOSQUESDELLAGO-GAM,,1/5/8,xcme,,10.190.51.121/31,,1,1,,,7705-IPMEAN-internal:1G,,
BOSLAG-MEX9296-AA,7705,10.190.3.176,system,,,,,10.190.3.176/32,,1,1,,,,,
CUAJIM-MEX9084-AA,7705,10.190.3.177,To-CUAJIMALPA-GAM,,1/5/8,xcme,,10.190.51.123/31,,1,1,,,7705-IPMEAN-internal:1G,,
CUAJIM-MEX9084-AA,7705,10.190.3.177,system,,,,,10.190.3.177/32,,1,1,,,,,
CUAIZC-MEX9164-AA,7705,10.190.3.178,To-CUAUTITLANIZCALLI-GAM,,1/5/8,xcme,,10.190.51.125/31,,1,1,,,7705-IPMEAN-internal:1G,,
CUAIZC-MEX9164-AA,7705,10.190.3.178,system,,,,,10.190.3.178/32,,1,1,,,,,
CUERN1-MORL9025-AA,7705,10.190.3.179,To-CUERNAVACAI-GAM,,1/5/8,xcme,,10.190.51.127/31,,1,1,,,7705-IPMEAN-internal:1G,,
CUERN1-MORL9025-AA,7705,10.190.3.179,system,,,,,10.190.3.179/32,,1,1,,,,,
CANMTX-ROO8018-EA,7750,10.190.3.17,To-CANCUN-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.47.184/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
CANMTX-ROO8018-EA,7750,10.190.3.17,To-CANCUN-CAM01,,1/1/1,xgige,IPMEAN-QG:10G,10.190.47.167/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CANMTX-ROO8018-EA,7750,10.190.3.17,To-CANCUN-EBM,,10/1/1,xgige,IPMEAN-QG:10G,10.190.47.188/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CANMTX-ROO8018-EA,7750,10.190.3.17,To-CANCUN-SAF,,1/1/3,xgige,IPMEAN-QG:10G,10.190.47.182/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CANMTX-ROO8018-EA,7750,10.190.3.17,system,,,,,10.190.3.17/32,,1,1,,,,,
ELHUES-MEX9061-AA,7705,10.190.3.181,To-ELHUESO-GAM,,1/5/8,xcme,,10.190.51.131/31,,1,1,,,7705-IPMEAN-internal:1G,,
ELHUES-MEX9061-AA,7705,10.190.3.181,system,,,,,10.190.3.181/32,,1,1,,,,,
LARAZA-MEX9119-AA,7705,10.190.3.182,To-LARAZA-GAM,,1/5/8,xcme,,10.190.51.133/31,,1,1,,,7705-IPMEAN-internal:1G,,
LARAZA-MEX9119-AA,7705,10.190.3.182,system,,,,,10.190.3.182/32,,1,1,,,,,
LASOLE-MEX9161-AA,7705,10.190.3.183,To-LASOLEDAD-GAM,,1/5/8,xcme,,10.190.51.135/31,,1,1,,,7705-IPMEAN-internal:1G,,
LASOLE-MEX9161-AA,7705,10.190.3.183,system,,,,,10.190.3.183/32,,1,1,,,,,
ALAMED-MEX9117-AA,7705,10.190.3.186,To-ALAMEDA-GAM,,1/5/8,xcme,,10.190.51.141/31,,1,1,,,7705-IPMEAN-internal:1G,,
ALAMED-MEX9117-AA,7705,10.190.3.186,system,,,,,10.190.3.186/32,,1,1,,,,,
ANAHUA-MEX1089-AA,7705,10.190.3.187,To-ANAHUAC-GAM,,1/5/8,xcme,,10.190.51.143/31,,1,1,,,7705-IPMEAN-internal:1G,,
ANAHUA-MEX1089-AA,7705,10.190.3.187,system,,,,,10.190.3.187/32,,1,1,,,,,
ATENCO-MEX9285-AA,7705,10.190.3.188,To-ATENCO-GAM,,1/5/8,xcme,,10.190.51.145/31,,1,1,,,7705-IPMEAN-internal:1G,,
ATENCO-MEX9285-AA,7705,10.190.3.188,system,,,,,10.190.3.188/32,,1,1,,,,,
CANMTX-ROO8018-EB,7750,10.190.3.18,To-CANCUN-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.47.190/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
CANMTX-ROO8018-EB,7750,10.190.3.18,To-CANCUN-CBM01,,1/1/1,xgige,IPMEAN-QG:10G,10.190.47.177/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CANMTX-ROO8018-EB,7750,10.190.3.18,To-CANCUN-EAM,,10/1/1,xgige,IPMEAN-QG:10G,10.190.47.189/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CANMTX-ROO8018-EB,7750,10.190.3.18,To-CANCUN-SBF,,1/1/3,xgige,IPMEAN-QG:10G,10.190.47.192/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CANMTX-ROO8018-EB,7750,10.190.3.18,system,,,,,10.190.3.18/32,,1,1,,,,,
COACAL-MEX9059-AA,7705,10.190.3.191,To-COACALCO-GAM,,1/5/8,xcme,,10.190.51.151/31,,1,1,,,7705-IPMEAN-internal:1G,,
COACAL-MEX9059-AA,7705,10.190.3.191,system,,,,,10.190.3.191/32,,1,1,,,,,
CUBIUS-HID9002-AA,7705,10.190.3.193,To-CUBITOSIUSACELL-GAM,,1/5/8,xcme,,10.190.51.155/31,,1,1,,,7705-IPMEAN-internal:1G,,
CUBIUS-HID9002-AA,7705,10.190.3.193,system,,,,,10.190.3.193/32,,1,1,,,,,
PEDREG-MEX9064-AA,7705,10.190.3.197,To-PEDREGAL-GAM,,1/5/8,xcme,,10.190.51.163/31,,1,1,,,7705-IPMEAN-internal:1G,,
PEDREG-MEX9064-AA,7705,10.190.3.197,system,,,,,10.190.3.197/32,,1,1,,,,,
SEMINA-MEX9110-AA,7705,10.190.3.199,To-SEMINARIO-GAM,,1/5/8,xcme,,10.190.51.167/31,,1,1,,,7705-IPMEAN-internal:1G,,
SEMINA-MEX9110-AA,7705,10.190.3.199,system,,,,,10.190.3.199/32,,1,1,,,,,
CANMTX-ROO8018-SA,7450,10.190.3.19,To-CANCUN-EAF,,3/1/1,xgige,IPMEAN-QG:10G,10.190.47.183/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CANMTX-ROO8018-SA,7450,10.190.3.19,To-CANCUN-SBF,,3/1/2,xgige,IPMEAN-QG:10G,10.190.47.186/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CANMTX-ROO8018-SA,7450,10.190.3.19,To-TP5000MGM-CANCUN,,1/2/24,xcme,IPMEAN-QG:1G,10.190.71.250/30,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
CANMTX-ROO8018-SA,7450,10.190.3.19,system,,,,,10.190.3.19/32,,1,1,,,,,
PLACAR-ROO8017-GA,7750,10.190.3.1,To-PLAYADELCARMEN-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.46.167/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
