sysname,chassis,source_ip,l3vpn,service_id,service_name,customer_id,interface,vpls,sap,ingress_qos_id,egress_qos_id,port,policy,card,buffer_min,buffer_max,resv_min,resv_max,shutdown
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,To-MEX-9632_0761_Ahuehuetes-OYM,To-MEX-9632_0761_Ahuehuetes-OYM,5/1/6:1818,3000,3001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,To-HMEX0538-LMEX0538-OYM-3G-LTE,To-HMEX0538-LMEX0538-OYM-3G-LTE,5/1/6:1419,3000,3000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,To-HMEX0538-LMEX0538-OYM-3G-LTE,To-HMEX0538-LMEX0538-OYM-3G-LTE,5/1/6:1419,3000,3000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,To-MEX-91086_1664_Manzanas-OYM,To-MEX-91086_1664_Manzanas-OYM,5/1/6:1819,3000,3000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,To-MEX-91086_1664_Manzanas-OYM,To-MEX-91086_1664_Manzanas-OYM,5/1/6:1819,3000,3000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,To-HMEX8075-LMEX8075-OYM-3G-LTE,To-HMEX8075-LMEX8075-OYM-3G-LTE,5/1/6:1499,3000,3001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,To-HMEX8075-LMEX8075-OYM-3G-LTE,To-HMEX8075-LMEX8075-OYM-3G-LTE,5/1/6:1499,3000,3001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,To-MEX-9778_0925_Las_Vistas-OYM,To-MEX-9778_0925_Las_Vistas-OYM,5/1/6:1899,3000,3001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,To-MEX-9778_0925_Las_Vistas-OYM,To-MEX-9778_0925_Las_Vistas-OYM,5/1/6:1899,3000,3001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,To-HMEX8156-LMEX8156-OYM-3G-LTE,To-HMEX8156-LMEX8156-OYM-3G-LTE,5/1/6:1498,3000,3001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,To-HMEX8156-LMEX8156-OYM-3G-LTE,To-HMEX8156-LMEX8156-OYM-3G-LTE,5/1/6:1498,3000,3001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,To-MEX-9122_0042_Interlomas-OYM,To-MEX-9122_0042_Interlomas-OYM,5/1/6:1898,3000,3000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,To-MEX-9122_0042_Interlomas-OYM,To-MEX-9122_0042_Interlomas-OYM,5/1/6:1898,3000,3000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,To-MEX-9084-01_1,To-MEX-9084-01_1,3/1/1:4001,3000,3001,3/1/1,,3,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,To-MEX-9084-01_1,To-MEX-9084-01_1,3/1/1:4001,3000,3001,3/1/1,,3,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,GESTION-MDU,vpls-GESTION-MDU,5/1/6:99,3000,3000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000000,1000000,2,GESTION-MDU,vpls-GESTION-MDU,5/1/6:99,3000,3000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8006,To-HMEX8006,5/1/6:1000,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8006,To-HMEX8006,5/1/6:1000,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-022_0241_Lomas_del_Ch-3G,To-MEX-022_0241_Lomas_del_Ch-3G,5/1/6:1600,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-022_0241_Lomas_del_Ch-3G,To-MEX-022_0241_Lomas_del_Ch-3G,5/1/6:1600,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-022_0241_Lomas_del_-GSM,To-MEX-022_0241_Lomas_del_-GSM,5/1/6:2100,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-022_0241_Lomas_del_-GSM,To-MEX-022_0241_Lomas_del_-GSM,5/1/6:2100,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8007,To-HMEX8007,5/1/6:1001,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8007,To-HMEX8007,5/1/6:1001,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-066EXC_0251_La_Navida-3G,To-MEX-066EXC_0251_La_Navida-3G,5/1/6:1601,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-066EXC_0251_La_Navida-3G,To-MEX-066EXC_0251_La_Navida-3G,5/1/6:1601,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-066EXC_0251_La_Navi-GSM,To-MEX-066EXC_0251_La_Navi-GSM,5/1/6:2101,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-066EXC_0251_La_Navi-GSM,To-MEX-066EXC_0251_La_Navi-GSM,5/1/6:2101,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX0452,To-HMEX0452,5/1/6:1016,2000,2000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX0452,To-HMEX0452,5/1/6:1016,2000,2000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-181H_0210_LA_GAVIA-3G,To-MEX-181H_0210_LA_GAVIA-3G,5/1/6:1616,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-181H_0210_LA_GAVIA-3G,To-MEX-181H_0210_LA_GAVIA-3G,5/1/6:1616,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-181H_0210_LA_GAVIA-GSM,To-MEX-181H_0210_LA_GAVIA-GSM,5/1/6:2116,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-181H_0210_LA_GAVIA-GSM,To-MEX-181H_0210_LA_GAVIA-GSM,5/1/6:2116,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8016,To-HMEX8016,5/1/6:1003,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8016,To-HMEX8016,5/1/6:1003,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-337H_0197_Pabellon_Bo-3G,To-MEX-337H_0197_Pabellon_Bo-3G,5/1/6:1603,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-337H_0197_Pabellon_Bo-3G,To-MEX-337H_0197_Pabellon_Bo-3G,5/1/6:1603,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-337H_0197_Pabellon_-GSM,To-MEX-337H_0197_Pabellon_-GSM,5/1/6:2103,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-337H_0197_Pabellon_-GSM,To-MEX-337H_0197_Pabellon_-GSM,5/1/6:2103,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8247,To-HMEX8247,5/1/6:1006,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8247,To-HMEX8247,5/1/6:1006,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9174_0169_Villa_Flore-3G,To-MEX-9174_0169_Villa_Flore-3G,5/1/6:1606,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9174_0169_Villa_Flore-3G,To-MEX-9174_0169_Villa_Flore-3G,5/1/6:1606,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9174_0169_Villa_Flo-GSM,To-MEX-9174_0169_Villa_Flo-GSM,5/1/6:2106,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9174_0169_Villa_Flo-GSM,To-MEX-9174_0169_Villa_Flo-GSM,5/1/6:2106,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8058,To-HMEX8058,5/1/6:1007,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8058,To-HMEX8058,5/1/6:1007,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9304_0129_Club_de_Gol-3G,To-MEX-9304_0129_Club_de_Gol-3G,5/1/6:1607,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9304_0129_Club_de_Gol-3G,To-MEX-9304_0129_Club_de_Gol-3G,5/1/6:1607,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9304_0129_Club_de_G-GSM,To-MEX-9304_0129_Club_de_G-GSM,5/1/6:2107,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9304_0129_Club_de_G-GSM,To-MEX-9304_0129_Club_de_G-GSM,5/1/6:2107,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8061,To-HMEX8061,5/1/6:1008,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8061,To-HMEX8061,5/1/6:1008,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9381_0165_La_Venta-3G,To-MEX-9381_0165_La_Venta-3G,5/1/6:1608,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9381_0165_La_Venta-3G,To-MEX-9381_0165_La_Venta-3G,5/1/6:1608,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9381_0165_La_Venta-GSM,To-MEX-9381_0165_La_Venta-GSM,5/1/6:2108,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9381_0165_La_Venta-GSM,To-MEX-9381_0165_La_Venta-GSM,5/1/6:2108,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX0574,To-HMEX0574,5/1/6:1009,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX0574,To-HMEX0574,5/1/6:1009,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9513_0182_Cumbres_de_-3G,To-MEX-9513_0182_Cumbres_de_-3G,5/1/6:1609,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9513_0182_Cumbres_de_-3G,To-MEX-9513_0182_Cumbres_de_-3G,5/1/6:1609,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9513_0182_Cumbres_d-GSM,To-MEX-9513_0182_Cumbres_d-GSM,5/1/6:2109,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9513_0182_Cumbres_d-GSM,To-MEX-9513_0182_Cumbres_d-GSM,5/1/6:2109,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX0377,To-HMEX0377,5/1/6:1010,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX0377,To-HMEX0377,5/1/6:1010,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9539_0193_Hda_Las_Pal-3G,To-MEX-9539_0193_Hda_Las_Pal-3G,5/1/6:1610,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9539_0193_Hda_Las_Pal-3G,To-MEX-9539_0193_Hda_Las_Pal-3G,5/1/6:1610,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9539_0193_Hda_Las_P-GSM,To-MEX-9539_0193_Hda_Las_P-GSM,5/1/6:2110,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9539_0193_Hda_Las_P-GSM,To-MEX-9539_0193_Hda_Las_P-GSM,5/1/6:2110,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8065,To-HMEX8065,5/1/6:1011,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8065,To-HMEX8065,5/1/6:1011,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9608_0232_ABC_Santa_F-3G,To-MEX-9608_0232_ABC_Santa_F-3G,5/1/6:1611,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9608_0232_ABC_Santa_F-3G,To-MEX-9608_0232_ABC_Santa_F-3G,5/1/6:1611,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9608_0232_ABC_Santa-GSM,To-MEX-9608_0232_ABC_Santa-GSM,5/1/6:2111,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9608_0232_ABC_Santa-GSM,To-MEX-9608_0232_ABC_Santa-GSM,5/1/6:2111,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8028,To-HMEX8028,5/1/6:1004,2000,2000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8028,To-HMEX8028,5/1/6:1004,2000,2000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91014_1674_Refacciona-3G,To-MEX-91014_1674_Refacciona-3G,5/1/6:1604,2000,2000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91014_1674_Refacciona-3G,To-MEX-91014_1674_Refacciona-3G,5/1/6:1604,2000,2000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91014_1674_Refaccio-GSM,To-MEX-91014_1674_Refaccio-GSM,5/1/6:2104,2000,2000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91014_1674_Refaccio-GSM,To-MEX-91014_1674_Refaccio-GSM,5/1/6:2104,2000,2000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8079,To-HMEX8079,5/1/6:1012,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8079,To-HMEX8079,5/1/6:1012,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-REP360H_0304_Jade_Nes-3G,To-MEX-REP360H_0304_Jade_Nes-3G,5/1/6:1612,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-REP360H_0304_Jade_Nes-3G,To-MEX-REP360H_0304_Jade_Nes-3G,5/1/6:1612,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-REP360H_0304_Jade_N-GSM,To-MEX-REP360H_0304_Jade_N-GSM,5/1/6:2112,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-REP360H_0304_Jade_N-GSM,To-MEX-REP360H_0304_Jade_N-GSM,5/1/6:2112,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8027,To-HMEX8027,5/1/6:1013,2000,2000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8027,To-HMEX8027,5/1/6:1013,2000,2000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91010_1822_Fuente_Del-3G,To-MEX-91010_1822_Fuente_Del-3G,5/1/6:1613,2000,2000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91010_1822_Fuente_Del-3G,To-MEX-91010_1822_Fuente_Del-3G,5/1/6:1613,2000,2000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91010_1822_Fuente_D-GSM,To-MEX-91010_1822_Fuente_D-GSM,5/1/6:2113,2000,2000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91010_1822_Fuente_D-GSM,To-MEX-91010_1822_Fuente_D-GSM,5/1/6:2113,2000,2000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX0766,To-HMEX0766,5/1/6:1005,2000,2000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX0766,To-HMEX0766,5/1/6:1005,2000,2000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91358_0946_Sauces-3G,To-MEX-91358_0946_Sauces-3G,5/1/6:1605,2000,2000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91358_0946_Sauces-3G,To-MEX-91358_0946_Sauces-3G,5/1/6:1605,2000,2000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91358_0946_Sauces-GSM,To-MEX-91358_0946_Sauces-GSM,5/1/6:2105,2000,2000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91358_0946_Sauces-GSM,To-MEX-91358_0946_Sauces-GSM,5/1/6:2105,2000,2000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX0674,To-HMEX0674,5/1/6:1017,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX0674,To-HMEX0674,5/1/6:1017,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9554_0215_INTERLOMAS-3G,To-MEX-9554_0215_INTERLOMAS-3G,5/1/6:1617,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9554_0215_INTERLOMAS-3G,To-MEX-9554_0215_INTERLOMAS-3G,5/1/6:1617,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9554_0215_INTERLOMAS-GSM,To-MEX-9554_0215_INTERLOMAS-GSM,5/1/6:2117,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9554_0215_INTERLOMAS-GSM,To-MEX-9554_0215_INTERLOMAS-GSM,5/1/6:2117,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8163,To-HMEX8163,5/1/6:1018,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8163,To-HMEX8163,5/1/6:1018,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9632_0761_Ahuehuetes-3G,To-MEX-9632_0761_Ahuehuetes-3G,5/1/6:1618,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9632_0761_Ahuehuetes-3G,To-MEX-9632_0761_Ahuehuetes-3G,5/1/6:1618,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9632_0761_Ahuehuetes-GSM,To-MEX-9632_0761_Ahuehuetes-GSM,5/1/6:2118,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9632_0761_Ahuehuetes-GSM,To-MEX-9632_0761_Ahuehuetes-GSM,5/1/6:2118,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX0538,To-HMEX0538,5/1/6:1019,2000,2000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX0538,To-HMEX0538,5/1/6:1019,2000,2000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91086_1664_Manzanas-3G,To-MEX-91086_1664_Manzanas-3G,5/1/6:1619,2000,2000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91086_1664_Manzanas-3G,To-MEX-91086_1664_Manzanas-3G,5/1/6:1619,2000,2000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91086_1664_Manzanas-GSM,To-MEX-91086_1664_Manzanas-GSM,5/1/6:2119,2000,2000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-91086_1664_Manzanas-GSM,To-MEX-91086_1664_Manzanas-GSM,5/1/6:2119,2000,2000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8075,To-HMEX8075,5/1/6:1099,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8075,To-HMEX8075,5/1/6:1099,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9778_0925_Las_Vistas-3G,To-MEX-9778_0925_Las_Vistas-3G,5/1/6:1699,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9778_0925_Las_Vistas-3G,To-MEX-9778_0925_Las_Vistas-3G,5/1/6:1699,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9778_Las_Vistas-GSM,To-MEX-9778_Las_Vistas-GSM,5/1/6:2199,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9778_Las_Vistas-GSM,To-MEX-9778_Las_Vistas-GSM,5/1/6:2199,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8156,To-HMEX8156,5/1/6:1098,2000,2001,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-HMEX8156,To-HMEX8156,5/1/6:1098,2000,2001,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9122_0042_Interlomas-3G,To-MEX-9122_0042_Interlomas-3G,5/1/6:1698,2000,2000,5/1/6,,5,1,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9122_0042_Interlomas-3G,To-MEX-9122_0042_Interlomas-3G,5/1/6:1698,2000,2000,5/1/6,,5,2,,
CUAJIM-MEX9084-GA,7750,10.190.3.129,vprn,1000001,1000001,2,To-MEX-9122_0042_Interlomas-GSM,To-MEX-9122_0042_Interlomas-GSM,5/1/6:2198,2000,2000,5/1/6,,5,1,,
